device_type,brand,model,age_months,total_repairs,months_since_last_repair,total_cost,last_repair_type,season,next_failure_type,failure_probability,will_fail_soon
tablet,Apple,iPad Air 5,65,6,1,12189.64,touchscreen_failure,2,screen_damage,0.807,1
phone,Xiaomi,Poco X5,70,4,34,4721.04,screen_damage,3,camera_failure,0.705,1
laptop,Lenovo,Legion 5,38,0,38,0.0,none,1,keyboard_failure,0.217,0
laptop,HP,Omen 16,2,0,2,0.0,none,2,battery_degradation,0.143,0
tablet,Apple,iPad Pro 11,21,1,5,1415.89,battery_degradation,2,battery_degradation,0.376,0
tablet,Lenovo,Tab M10,46,1,2,547.05,software_issue,1,water_damage,0.561,1
laptop,HP,Pavilion 15,6,0,6,0.0,none,3,motherboard_failure,0.164,0
laptop,Dell,Inspiron 15,6,1,0,2451.47,keyboard_failure,3,overheating,0.345,0
tablet,Samsung,Galaxy Tab S8,70,4,36,1738.5,camera_failure,3,speaker_failure,0.631,1
tablet,Lenovo,Tab P11,67,5,16,4704.11,charging_port,4,software_issue,0.798,1
laptop,HP,EliteBook 840,62,4,0,5018.37,overheating,2,motherboard_failure,0.728,1
phone,Apple,iPhone 15,36,3,13,1126.8,charging_port,1,charging_port,0.403,0
tablet,Apple,iPad Pro 11,43,5,7,6018.96,water_damage,2,software_issue,0.652,1
tablet,Apple,iPad 10,53,4,1,2436.7,battery_degradation,2,battery_degradation,0.632,1
phone,Xiaomi,Mi 13,6,2,4,734.33,camera_failure,2,charging_port,0.38,0
tablet,Samsung,Galaxy Tab S8,3,1,2,2368.13,battery_degradation,4,screen_damage,0.292,0
laptop,Lenovo,ThinkPad X1 Carbon,53,3,9,5959.62,charging_port,2,battery_degradation,0.704,1
tablet,Lenovo,Tab M10,22,3,21,2570.03,software_issue,1,speaker_failure,0.376,0
phone,Samsung,Galaxy A34,17,2,3,82.81,charging_port,4,camera_failure,0.465,1
phone,Xiaomi,Redmi Note 11,23,1,15,2254.02,speaker_failure,1,charging_port,0.41,0
phone,Samsung,Galaxy S22,70,3,0,6727.27,battery_degradation,4,battery_degradation,0.805,1
tablet,Samsung,Galaxy Tab A8,6,1,5,1324.54,speaker_failure,4,battery_degradation,0.284,0
laptop,HP,Omen 16,13,1,6,334.71,charging_port,2,software_issue,0.36,0
phone,Samsung,Galaxy A54,70,0,70,0.0,none,2,water_damage,0.382,0
phone,Xiaomi,Redmi Note 11,67,2,7,2598.81,battery_degradation,2,battery_degradation,0.667,1
tablet,Samsung,Galaxy Tab A8,47,3,6,1160.84,screen_damage,3,software_issue,0.665,1
laptop,ASUS,ROG Strix G15,47,3,17,7438.49,battery_degradation,2,keyboard_failure,0.523,1
laptop,ASUS,VivoBook 15,62,5,11,4627.66,data_recovery,3,battery_degradation,0.769,1
laptop,ASUS,ROG Strix G15,51,2,8,4274.99,water_damage,2,battery_degradation,0.62,1
laptop,Lenovo,ThinkPad X1 Carbon,28,1,16,1001.4,water_damage,1,battery_degradation,0.324,0
phone,Samsung,Galaxy S21,12,0,12,0.0,none,4,camera_failure,0.225,0
tablet,Samsung,Galaxy Tab S9,9,1,4,554.43,battery_degradation,1,battery_degradation,0.278,0
tablet,Samsung,Galaxy Tab A8,67,3,18,5337.04,battery_degradation,2,touchscreen_failure,0.619,1
tablet,Samsung,Galaxy Tab A8,2,1,0,2126.42,screen_damage,3,screen_damage,0.446,0
phone,Apple,iPhone 15,66,3,33,5238.37,water_damage,1,water_damage,0.523,1
laptop,Lenovo,Legion 5,1,0,1,0.0,none,1,battery_degradation,0.2,0
laptop,Dell,Inspiron 15,51,5,25,7326.0,overheating,1,screen_damage,0.609,1
phone,Xiaomi,Poco X5,72,3,22,2606.06,touchscreen_failure,2,camera_failure,0.68,1
tablet,Apple,iPad Pro 11,52,4,36,46.51,battery_degradation,1,screen_damage,0.445,0
tablet,Apple,iPad 10,38,2,21,4735.08,water_damage,3,battery_degradation,0.426,0
tablet,Lenovo,Tab M10,57,4,24,5631.69,screen_damage,3,charging_port,0.639,1
laptop,Dell,Latitude 5530,4,0,4,0.0,none,3,data_recovery,0.116,0
phone,Samsung,Galaxy S22,30,2,25,1578.65,battery_degradation,1,camera_failure,0.441,0
tablet,Samsung,Galaxy Tab S9,37,0,37,0.0,none,3,touchscreen_failure,0.204,0
phone,Xiaomi,Redmi Note 12,61,4,20,3535.38,screen_damage,3,software_issue,0.762,1
phone,Xiaomi,Redmi Note 12,64,1,12,587.15,screen_damage,3,screen_damage,0.548,1
phone,Apple,iPhone 12,32,1,22,389.99,screen_damage,1,charging_port,0.198,0
tablet,Lenovo,Tab M10,1,0,1,0.0,none,1,touchscreen_failure,0.158,0
laptop,HP,Omen 16,41,1,31,2245.3,speaker_failure,3,charging_port,0.431,0
laptop,Lenovo,Legion 5,36,4,25,2220.93,motherboard_failure,1,data_recovery,0.495,1
tablet,Samsung,Galaxy Tab A8,70,3,2,3768.56,water_damage,2,touchscreen_failure,0.712,1
laptop,Apple,MacBook Pro 14,67,6,29,4734.77,motherboard_failure,2,overheating,0.502,1
laptop,ASUS,ZenBook 14,42,3,23,4595.84,speaker_failure,3,battery_degradation,0.42,0
phone,Samsung,Galaxy A34,44,3,23,1379.35,battery_degradation,4,charging_port,0.463,1
tablet,Samsung,Galaxy Tab A8,52,1,17,1126.82,water_damage,2,screen_damage,0.483,1
phone,Xiaomi,Poco X5,31,3,27,6422.32,screen_damage,2,screen_damage,0.394,0
laptop,Apple,MacBook Air M1,54,1,31,336.18,motherboard_failure,3,software_issue,0.449,0
laptop,HP,EliteBook 840,72,3,36,357.82,overheating,2,overheating,0.47,1
phone,Apple,iPhone 13,61,4,6,4498.55,speaker_failure,3,battery_degradation,0.667,1
laptop,ASUS,VivoBook 15,33,3,22,148.77,screen_damage,2,speaker_failure,0.356,0
tablet,Lenovo,Tab P11,37,1,22,812.73,battery_degradation,4,charging_port,0.354,0
phone,Samsung,Galaxy A54,37,1,29,1579.28,software_issue,2,water_damage,0.264,0
tablet,Samsung,Galaxy Tab A8,52,5,4,988.9,touchscreen_failure,3,screen_damage,0.745,1
laptop,HP,Omen 16,35,2,25,1356.24,battery_degradation,3,battery_degradation,0.364,0
tablet,Lenovo,Tab M10,53,3,10,1379.15,screen_damage,2,screen_damage,0.536,1
tablet,Samsung,Galaxy Tab S8,11,0,11,0.0,none,4,camera_failure,0.097,0
phone,Apple,iPhone 11,61,2,35,269.13,screen_damage,1,charging_port,0.504,1
phone,Samsung,Galaxy A54,20,1,2,1637.08,screen_damage,3,battery_degradation,0.51,1
phone,Apple,iPhone 13,57,3,8,984.58,charging_port,1,battery_degradation,0.686,1
phone,Xiaomi,Poco X5,42,4,30,4671.93,charging_port,3,battery_degradation,0.634,1
tablet,Samsung,Galaxy Tab S9,70,4,11,5908.31,screen_damage,4,battery_degradation,0.7,1
tablet,Lenovo,Tab M10,45,2,30,2698.34,battery_degradation,4,camera_failure,0.486,1
laptop,HP,EliteBook 840,34,1,9,758.93,keyboard_failure,2,battery_degradation,0.345,0
laptop,HP,EliteBook 840,69,3,0,5158.27,motherboard_failure,4,motherboard_failure,0.748,1
laptop,Apple,MacBook Air M2,38,1,14,1991.92,data_recovery,2,screen_damage,0.383,0
laptop,ASUS,ROG Strix G15,51,6,15,2449.04,overheating,4,software_issue,0.727,1
laptop,Lenovo,IdeaPad 5,11,1,6,1563.31,battery_degradation,3,keyboard_failure,0.358,0
laptop,ASUS,ROG Strix G15,53,3,12,6401.12,software_issue,3,keyboard_failure,0.551,1
phone,Xiaomi,Poco F5,58,2,17,3502.36,water_damage,3,screen_damage,0.597,1
phone,Apple,iPhone 11,69,6,1,2789.06,battery_degradation,3,battery_degradation,0.712,1
phone,Xiaomi,Poco F5,2,0,2,0.0,none,2,battery_degradation,0.107,0
phone,Samsung,Galaxy S22,44,4,26,3115.77,screen_damage,3,water_damage,0.58,1
laptop,Apple,MacBook Air M2,11,0,11,0.0,none,2,battery_degradation,0.174,0
phone,Samsung,Galaxy A34,10,2,8,2350.73,screen_damage,3,camera_failure,0.322,0
laptop,Apple,MacBook Air M1,32,4,24,7712.25,battery_degradation,1,motherboard_failure,0.399,0
phone,Samsung,Galaxy S21,67,3,13,3546.19,software_issue,3,camera_failure,0.678,1
laptop,Lenovo,Legion 5,6,1,5,2343.55,screen_damage,3,motherboard_failure,0.343,0
laptop,HP,Pavilion 15,47,3,3,6477.43,keyboard_failure,1,data_recovery,0.604,1
phone,Xiaomi,Poco F5,42,1,0,418.4,battery_degradation,1,screen_damage,0.565,1
laptop,Lenovo,ThinkPad X1 Carbon,6,0,6,0.0,none,4,keyboard_failure,0.146,0
tablet,Lenovo,Tab P11,48,3,5,1865.42,software_issue,3,battery_degradation,0.648,1
tablet,Apple,iPad Air 5,46,5,9,8766.6,water_damage,2,touchscreen_failure,0.713,1
laptop,Lenovo,IdeaPad 5,72,2,22,4027.63,motherboard_failure,2,overheating,0.504,1
phone,Xiaomi,Poco F5,46,4,8,2506.96,camera_failure,4,screen_damage,0.621,1
tablet,Samsung,Galaxy Tab S8,63,2,12,2833.51,charging_port,3,screen_damage,0.609,1
tablet,Samsung,Galaxy Tab A8,71,1,10,172.19,camera_failure,3,battery_degradation,0.498,1
laptop,ASUS,ROG Strix G15,59,1,0,1939.79,motherboard_failure,2,overheating,0.646,1
phone,Xiaomi,Poco X5,31,6,20,10815.05,screen_damage,4,charging_port,0.62,1
phone,Xiaomi,Poco F5,71,1,9,1532.6,overheating,3,battery_degradation,0.59,1
phone,Apple,iPhone 15,9,1,0,2087.98,software_issue,1,overheating,0.271,0
phone,Apple,iPhone 14,25,0,25,0.0,none,4,screen_damage,0.095,0
tablet,Samsung,Galaxy Tab S8,33,1,3,915.89,screen_damage,1,battery_degradation,0.511,1
phone,Apple,iPhone 14,11,1,7,2002.55,battery_degradation,4,water_damage,0.209,0
laptop,Apple,MacBook Pro 14,35,1,33,101.63,data_recovery,3,motherboard_failure,0.189,0
phone,Apple,iPhone 15,13,1,1,1812.93,speaker_failure,2,water_damage,0.363,0
phone,Xiaomi,Redmi Note 12,23,3,17,5618.96,charging_port,1,overheating,0.456,1
tablet,Lenovo,Tab M10,59,4,27,8828.24,touchscreen_failure,2,water_damage,0.528,1
tablet,Samsung,Galaxy Tab S8,44,3,10,4004.25,overheating,3,overheating,0.607,1
laptop,ASUS,ROG Strix G15,48,4,26,7641.84,keyboard_failure,3,motherboard_failure,0.526,1
tablet,Apple,iPad 10,70,4,13,3750.63,software_issue,3,software_issue,0.652,1
laptop,Dell,Inspiron 15,51,2,0,3631.57,motherboard_failure,1,screen_damage,0.752,1
tablet,Apple,iPad Pro 11,1,0,1,0.0,none,2,software_issue,0.02,0
phone,Samsung,Galaxy S21,36,3,35,3834.54,screen_damage,2,camera_failure,0.444,0
phone,Apple,iPhone 14,46,6,9,2076.12,battery_degradation,2,screen_damage,0.628,1
phone,Samsung,Galaxy S23,12,1,9,999.5,touchscreen_failure,1,charging_port,0.419,0
tablet,Samsung,Galaxy Tab A8,23,1,15,2064.26,screen_damage,1,screen_damage,0.378,0
tablet,Lenovo,Tab M10,5,0,5,0.0,none,4,screen_damage,0.171,0
phone,Apple,iPhone 13,45,4,27,4165.22,software_issue,2,software_issue,0.549,1
tablet,Lenovo,Tab P11,49,2,3,1523.92,speaker_failure,2,overheating,0.528,1
laptop,ASUS,VivoBook 15,29,0,29,0.0,none,4,software_issue,0.176,0
laptop,ASUS,VivoBook 15,65,4,5,2220.86,overheating,4,battery_degradation,0.716,1
phone,Apple,iPhone 13,11,4,7,5714.41,battery_degradation,4,screen_damage,0.357,0
laptop,Apple,MacBook Air M2,65,2,27,3869.13,overheating,2,battery_degradation,0.376,0
laptop,ASUS,ZenBook 14,63,1,25,1630.62,water_damage,2,data_recovery,0.389,0
phone,Apple,iPhone 13,56,4,20,6847.38,battery_degradation,1,screen_damage,0.579,1
tablet,Samsung,Galaxy Tab A8,47,1,22,476.22,battery_degradation,1,touchscreen_failure,0.371,0
laptop,Lenovo,IdeaPad 5,57,1,9,1101.16,charging_port,2,battery_degradation,0.645,1
phone,Xiaomi,Poco X5,20,1,2,280.93,screen_damage,2,screen_damage,0.394,0
laptop,Apple,MacBook Air M2,15,1,9,1125.15,screen_damage,2,charging_port,0.205,0
tablet,Lenovo,Tab P11,27,0,27,0.0,none,3,touchscreen_failure,0.244,0
tablet,Samsung,Galaxy Tab S8,19,1,0,941.52,touchscreen_failure,1,battery_degradation,0.526,1
laptop,Lenovo,ThinkPad X1 Carbon,37,1,12,1972.97,keyboard_failure,1,overheating,0.459,1
laptop,Apple,MacBook Air M1,50,1,17,1657.45,keyboard_failure,3,keyboard_failure,0.491,1
phone,Apple,iPhone 13,50,5,14,12247.41,charging_port,1,speaker_failure,0.635,1
laptop,Dell,Latitude 5530,69,6,5,2796.26,screen_damage,4,charging_port,0.808,1
tablet,Lenovo,Tab P11,6,0,6,0.0,none,3,speaker_failure,0.079,0
laptop,Dell,Inspiron 15,21,1,0,866.95,keyboard_failure,3,data_recovery,0.425,0
phone,Xiaomi,Poco X5,8,0,8,0.0,none,4,screen_damage,0.215,0
phone,Xiaomi,Poco X5,29,1,4,854.47,charging_port,2,charging_port,0.49,1
phone,Xiaomi,Poco F5,67,4,14,4173.33,water_damage,4,screen_damage,0.748,1
laptop,ASUS,ROG Strix G15,58,2,34,658.86,overheating,2,overheating,0.52,1
phone,Samsung,Galaxy A54,18,1,13,2489.21,touchscreen_failure,2,motherboard_failure,0.427,0
tablet,Lenovo,Tab P11,41,1,4,1393.35,battery_degradation,1,speaker_failure,0.611,1
phone,Samsung,Galaxy S22,4,0,4,0.0,none,4,screen_damage,0.173,0
laptop,HP,EliteBook 840,36,3,9,5843.31,motherboard_failure,2,overheating,0.476,1
phone,Xiaomi,Mi 13,35,2,14,2981.8,battery_degradation,1,screen_damage,0.455,1
laptop,Apple,MacBook Pro 14,62,5,8,6279.06,keyboard_failure,3,battery_degradation,0.754,1
phone,Samsung,Galaxy A34,61,2,8,818.93,battery_degradation,4,screen_damage,0.579,1
phone,Samsung,Galaxy A34,29,2,23,3356.7,charging_port,2,camera_failure,0.294,0
phone,Apple,iPhone 14,63,3,20,6500.81,overheating,4,camera_failure,0.611,1
laptop,Apple,MacBook Pro 14,49,2,20,1970.75,battery_degradation,1,overheating,0.516,1
tablet,Apple,iPad Pro 11,59,5,2,10972.25,screen_damage,4,screen_damage,0.727,1
tablet,Apple,iPad 10,50,3,33,5738.7,screen_damage,2,charging_port,0.543,1
laptop,Dell,Inspiron 15,39,1,18,1153.37,data_recovery,1,battery_degradation,0.379,0
tablet,Lenovo,Tab P11,60,2,28,452.2,battery_degradation,2,speaker_failure,0.5,1
tablet,Lenovo,Tab P11,51,2,26,1617.3,software_issue,4,battery_degradation,0.36,0
tablet,Lenovo,Tab P11,59,4,5,2500.82,screen_damage,2,speaker_failure,0.792,1
tablet,Lenovo,Tab P11,12,1,1,1765.57,battery_degradation,1,battery_degradation,0.428,0
tablet,Lenovo,Tab M10,66,2,10,1893.39,water_damage,2,battery_degradation,0.593,1
laptop,ASUS,VivoBook 15,20,2,5,4344.09,charging_port,1,speaker_failure,0.394,0
laptop,HP,EliteBook 840,58,5,18,7830.66,data_recovery,2,data_recovery,0.614,1
phone,Apple,iPhone 15,33,3,0,3439.82,screen_damage,1,battery_degradation,0.636,1
tablet,Samsung,Galaxy Tab S9,28,1,18,1648.68,speaker_failure,4,water_damage,0.331,0
phone,Xiaomi,Mi 13,1,0,1,0.0,none,3,battery_degradation,0.104,0
tablet,Lenovo,Tab P11,7,1,2,370.64,screen_damage,1,screen_damage,0.399,0
phone,Apple,iPhone 15,39,1,21,2300.96,motherboard_failure,4,battery_degradation,0.23,0
phone,Apple,iPhone 13,72,6,11,14494.4,touchscreen_failure,3,speaker_failure,0.758,1
phone,Apple,iPhone 13,42,1,23,2243.82,screen_damage,4,screen_damage,0.382,0
tablet,Apple,iPad Pro 11,61,6,8,1830.35,software_issue,3,battery_degradation,0.805,1
tablet,Samsung,Galaxy Tab S8,27,0,27,0.0,none,1,screen_damage,0.274,0
phone,Xiaomi,Mi 13,12,0,12,0.0,none,3,battery_degradation,0.207,0
laptop,ASUS,ROG Strix G15,34,1,33,1437.86,data_recovery,2,screen_damage,0.345,0
tablet,Lenovo,Tab M10,67,4,31,4925.04,screen_damage,2,screen_damage,0.536,1
tablet,Samsung,Galaxy Tab S9,1,0,1,0.0,none,4,camera_failure,0.029,0
tablet,Apple,iPad 10,27,2,25,3076.54,water_damage,1,speaker_failure,0.268,0
laptop,HP,Omen 16,28,3,0,4804.64,overheating,3,battery_degradation,0.628,1
phone,Samsung,Galaxy S23,65,4,35,3239.24,screen_damage,3,overheating,0.501,1
laptop,Dell,Latitude 5530,4,0,4,0.0,none,2,battery_degradation,0.186,0
laptop,HP,Omen 16,62,2,30,3986.27,motherboard_failure,4,screen_damage,0.529,1
phone,Xiaomi,Poco F5,69,1,21,1156.18,charging_port,1,battery_degradation,0.588,1
tablet,Samsung,Galaxy Tab S8,41,5,35,6698.57,battery_degradation,3,screen_damage,0.497,1
laptop,Apple,MacBook Air M1,36,0,36,0.0,none,3,motherboard_failure,0.298,0
laptop,ASUS,ZenBook 14,50,3,11,4463.94,screen_damage,3,keyboard_failure,0.681,1
tablet,Samsung,Galaxy Tab S8,5,1,2,1034.67,charging_port,2,battery_degradation,0.358,0
laptop,Dell,Inspiron 15,28,2,16,1511.59,overheating,1,battery_degradation,0.329,0
phone,Apple,iPhone 14,65,4,1,7990.25,speaker_failure,2,speaker_failure,0.823,1
phone,Samsung,Galaxy A34,68,4,19,7755.33,touchscreen_failure,1,water_damage,0.57,1
tablet,Lenovo,Tab P11,27,1,23,91.38,charging_port,1,battery_degradation,0.271,0
phone,Samsung,Galaxy S21,12,0,12,0.0,none,1,water_damage,0.127,0
phone,Xiaomi,Poco X5,3,1,2,1597.13,camera_failure,2,screen_damage,0.34,0
phone,Samsung,Galaxy S23,69,4,20,7727.87,screen_damage,3,battery_degradation,0.668,1
phone,Apple,iPhone 13,15,1,0,2395.75,speaker_failure,1,speaker_failure,0.387,0
phone,Xiaomi,Poco X5,71,3,20,2032.89,battery_degradation,3,battery_degradation,0.722,1
tablet,Apple,iPad Air 5,10,1,4,1533.16,screen_damage,4,battery_degradation,0.284,0
phone,Apple,iPhone 11,61,1,3,264.82,speaker_failure,4,screen_damage,0.486,1
laptop,Lenovo,Legion 5,58,3,22,2343.3,overheating,1,screen_damage,0.62,1
laptop,ASUS,ZenBook 14,12,2,12,4598.45,software_issue,4,speaker_failure,0.354,0
laptop,Dell,Inspiron 15,30,3,30,1678.46,data_recovery,3,screen_damage,0.472,1
laptop,Dell,XPS 13,43,4,20,4532.83,charging_port,4,screen_damage,0.454,1
phone,Samsung,Galaxy A34,60,4,10,2822.57,speaker_failure,2,charging_port,0.686,1
tablet,Apple,iPad Pro 11,14,1,5,1390.37,touchscreen_failure,3,battery_degradation,0.243,0
tablet,Samsung,Galaxy Tab A8,53,0,53,0.0,none,2,battery_degradation,0.313,0
tablet,Apple,iPad Pro 11,50,0,50,0.0,none,2,overheating,0.213,0
